d.cod_familiar_fam;d.fx_rfpc;nom_pessoa;num_nis_pessoa_atual;dta_nasc_pessoa;cod_parentesco_rf_pessoa;nom_completo_mae_pessoa
10008701;2;FAMILIA 8701;10000008701;01/01/1985;1;MÃE 8701
10008702;3;FAMILIA 8702;10000008702;01/01/1985;1;MÃE 8702
10008703;1;FAMILIA 8703;10000008703;01/01/1985;1;MÃE 8703
10008704;2;FAMILIA 8704;10000008704;01/01/1985;1;MÃE 8704
10008705;3;FAMILIA 8705;10000008705;01/01/1985;1;MÃE 8705
10008706;1;FAMILIA 8706;10000008706;01/01/1985;1;MÃE 8706
10008707;2;FAMILIA 8707;10000008707;01/01/1985;1;MÃE 8707
10008708;3;FAMILIA 8708;10000008708;01/01/1985;1;MÃE 8708
10008709;1;FAMILIA 8709;10000008709;01/01/1985;1;MÃE 8709
10008710;2;FAMILIA 8710;10000008710;01/01/1985;1;MÃE 8710
10008711;3;FAMILIA 8711;10000008711;01/01/1985;1;MÃE 8711
10008712;1;FAMILIA 8712;10000008712;01/01/1985;1;MÃE 8712
10008713;2;FAMILIA 8713;10000008713;01/01/1985;1;MÃE 8713
10008714;3;FAMILIA 8714;10000008714;01/01/1985;1;MÃE 8714
10008715;1;FAMILIA 8715;10000008715;01/01/1985;1;MÃE 8715
10008716;2;FAMILIA 8716;10000008716;01/01/1985;1;MÃE 8716
10008717;3;FAMILIA 8717;10000008717;01/01/1985;1;MÃE 8717
10008718;1;FAMILIA 8718;10000008718;01/01/1985;1;MÃE 8718
10008719;2;FAMILIA 8719;10000008719;01/01/1985;1;MÃE 8719
10008720;3;FAMILIA 8720;10000008720;01/01/1985;1;MÃE 8720
10008721;1;FAMILIA 8721;10000008721;01/01/1985;1;MÃE 8721
10008722;2;FAMILIA 8722;10000008722;01/01/1985;1;MÃE 8722
10008723;3;FAMILIA 8723;10000008723;01/01/1985;1;MÃE 8723
10008724;1;FAMILIA 8724;10000008724;01/01/1985;1;MÃE 8724
10008725;2;FAMILIA 8725;10000008725;01/01/1985;1;MÃE 8725
10008726;3;FAMILIA 8726;10000008726;01/01/1985;1;MÃE 8726
10008727;1;FAMILIA 8727;10000008727;01/01/1985;1;MÃE 8727
10008728;2;FAMILIA 8728;10000008728;01/01/1985;1;MÃE 8728
10008729;3;FAMILIA 8729;10000008729;01/01/1985;1;MÃE 8729
10008730;1;FAMILIA 8730;10000008730;01/01/1985;1;MÃE 8730
10008731;2;FAMILIA 8731;10000008731;01/01/1985;1;MÃE 8731
10008732;3;FAMILIA 8732;10000008732;01/01/1985;1;MÃE 8732
10008733;1;FAMILIA 8733;10000008733;01/01/1985;1;MÃE 8733
10008734;2;FAMILIA 8734;10000008734;01/01/1985;1;MÃE 8734
10008735;3;FAMILIA 8735;10000008735;01/01/1985;1;MÃE 8735
10008736;1;FAMILIA 8736;10000008736;01/01/1985;1;MÃE 8736
10008737;2;FAMILIA 8737;10000008737;01/01/1985;1;MÃE 8737
10008738;3;FAMILIA 8738;10000008738;01/01/1985;1;MÃE 8738
10008739;1;FAMILIA 8739;10000008739;01/01/1985;1;MÃE 8739
10008740;2;FAMILIA 8740;10000008740;01/01/1985;1;MÃE 8740
10008741;3;FAMILIA 8741;10000008741;01/01/1985;1;MÃE 8741
10008742;1;FAMILIA 8742;10000008742;01/01/1985;1;MÃE 8742
10008743;2;FAMILIA 8743;10000008743;01/01/1985;1;MÃE 8743
10008744;3;FAMILIA 8744;10000008744;01/01/1985;1;MÃE 8744
10008745;1;FAMILIA 8745;10000008745;01/01/1985;1;MÃE 8745
10008746;2;FAMILIA 8746;10000008746;01/01/1985;1;MÃE 8746
10008747;3;FAMILIA 8747;10000008747;01/01/1985;1;MÃE 8747
10008748;1;FAMILIA 8748;10000008748;01/01/1985;1;MÃE 8748
10008749;2;FAMILIA 8749;10000008749;01/01/1985;1;MÃE 8749
10008750;3;FAMILIA 8750;10000008750;01/01/1985;1;MÃE 8750
10008751;1;FAMILIA 8751;10000008751;01/01/1985;1;MÃE 8751
10008752;2;FAMILIA 8752;10000008752;01/01/1985;1;MÃE 8752
10008753;3;FAMILIA 8753;10000008753;01/01/1985;1;MÃE 8753
10008754;1;FAMILIA 8754;10000008754;01/01/1985;1;MÃE 8754
10008755;2;FAMILIA 8755;10000008755;01/01/1985;1;MÃE 8755
10008756;3;FAMILIA 8756;10000008756;01/01/1985;1;MÃE 8756
10008757;1;FAMILIA 8757;10000008757;01/01/1985;1;MÃE 8757
10008758;2;FAMILIA 8758;10000008758;01/01/1985;1;MÃE 8758
10008759;3;FAMILIA 8759;10000008759;01/01/1985;1;MÃE 8759
10008760;1;FAMILIA 8760;10000008760;01/01/1985;1;MÃE 8760
10008761;2;FAMILIA 8761;10000008761;01/01/1985;1;MÃE 8761
10008762;3;FAMILIA 8762;10000008762;01/01/1985;1;MÃE 8762
10008763;1;FAMILIA 8763;10000008763;01/01/1985;1;MÃE 8763
10008764;2;FAMILIA 8764;10000008764;01/01/1985;1;MÃE 8764
10008765;3;FAMILIA 8765;10000008765;01/01/1985;1;MÃE 8765
10008766;1;FAMILIA 8766;10000008766;01/01/1985;1;MÃE 8766
10008767;2;FAMILIA 8767;10000008767;01/01/1985;1;MÃE 8767
10008768;3;FAMILIA 8768;10000008768;01/01/1985;1;MÃE 8768
10008769;1;FAMILIA 8769;10000008769;01/01/1985;1;MÃE 8769
10008770;2;FAMILIA 8770;10000008770;01/01/1985;1;MÃE 8770
10008771;3;FAMILIA 8771;10000008771;01/01/1985;1;MÃE 8771
10008772;1;FAMILIA 8772;10000008772;01/01/1985;1;MÃE 8772
10008773;2;FAMILIA 8773;10000008773;01/01/1985;1;MÃE 8773
10008774;3;FAMILIA 8774;10000008774;01/01/1985;1;MÃE 8774
10008775;1;FAMILIA 8775;10000008775;01/01/1985;1;MÃE 8775
10008776;2;FAMILIA 8776;10000008776;01/01/1985;1;MÃE 8776
10008777;3;FAMILIA 8777;10000008777;01/01/1985;1;MÃE 8777
10008778;1;FAMILIA 8778;10000008778;01/01/1985;1;MÃE 8778
10008779;2;FAMILIA 8779;10000008779;01/01/1985;1;MÃE 8779
10008780;3;FAMILIA 8780;10000008780;01/01/1985;1;MÃE 8780
10008781;1;FAMILIA 8781;10000008781;01/01/1985;1;MÃE 8781
10008782;2;FAMILIA 8782;10000008782;01/01/1985;1;MÃE 8782
10008783;3;FAMILIA 8783;10000008783;01/01/1985;1;MÃE 8783
10008784;1;FAMILIA 8784;10000008784;01/01/1985;1;MÃE 8784
10008785;2;FAMILIA 8785;10000008785;01/01/1985;1;MÃE 8785
10008786;3;FAMILIA 8786;10000008786;01/01/1985;1;MÃE 8786
10008787;1;FAMILIA 8787;10000008787;01/01/1985;1;MÃE 8787
10008788;2;FAMILIA 8788;10000008788;01/01/1985;1;MÃE 8788
10008789;3;FAMILIA 8789;10000008789;01/01/1985;1;MÃE 8789
10008790;1;FAMILIA 8790;10000008790;01/01/1985;1;MÃE 8790
10008791;2;FAMILIA 8791;10000008791;01/01/1985;1;MÃE 8791
10008792;3;FAMILIA 8792;10000008792;01/01/1985;1;MÃE 8792
10008793;1;FAMILIA 8793;10000008793;01/01/1985;1;MÃE 8793
10008794;2;FAMILIA 8794;10000008794;01/01/1985;1;MÃE 8794
10008795;3;FAMILIA 8795;10000008795;01/01/1985;1;MÃE 8795
10008796;1;FAMILIA 8796;10000008796;01/01/1985;1;MÃE 8796
10008797;2;FAMILIA 8797;10000008797;01/01/1985;1;MÃE 8797
10008798;3;FAMILIA 8798;10000008798;01/01/1985;1;MÃE 8798
10008799;1;FAMILIA 8799;10000008799;01/01/1985;1;MÃE 8799
10008800;2;FAMILIA 8800;10000008800;01/01/1985;1;MÃE 8800
10008801;3;FAMILIA 8801;10000008801;01/01/1985;1;MÃE 8801
10008802;1;FAMILIA 8802;10000008802;01/01/1985;1;MÃE 8802
10008803;2;FAMILIA 8803;10000008803;01/01/1985;1;MÃE 8803
10008804;3;FAMILIA 8804;10000008804;01/01/1985;1;MÃE 8804
10008805;1;FAMILIA 8805;10000008805;01/01/1985;1;MÃE 8805
10008806;2;FAMILIA 8806;10000008806;01/01/1985;1;MÃE 8806
10008807;3;FAMILIA 8807;10000008807;01/01/1985;1;MÃE 8807
10008808;1;FAMILIA 8808;10000008808;01/01/1985;1;MÃE 8808
10008809;2;FAMILIA 8809;10000008809;01/01/1985;1;MÃE 8809
10008810;3;FAMILIA 8810;10000008810;01/01/1985;1;MÃE 8810
10008811;1;FAMILIA 8811;10000008811;01/01/1985;1;MÃE 8811
10008812;2;FAMILIA 8812;10000008812;01/01/1985;1;MÃE 8812
10008813;3;FAMILIA 8813;10000008813;01/01/1985;1;MÃE 8813
10008814;1;FAMILIA 8814;10000008814;01/01/1985;1;MÃE 8814
10008815;2;FAMILIA 8815;10000008815;01/01/1985;1;MÃE 8815
10008816;3;FAMILIA 8816;10000008816;01/01/1985;1;MÃE 8816
10008817;1;FAMILIA 8817;10000008817;01/01/1985;1;MÃE 8817
10008818;2;FAMILIA 8818;10000008818;01/01/1985;1;MÃE 8818
10008819;3;FAMILIA 8819;10000008819;01/01/1985;1;MÃE 8819
10008820;1;FAMILIA 8820;10000008820;01/01/1985;1;MÃE 8820
10008821;2;FAMILIA 8821;10000008821;01/01/1985;1;MÃE 8821
10008822;3;FAMILIA 8822;10000008822;01/01/1985;1;MÃE 8822
10008823;1;FAMILIA 8823;10000008823;01/01/1985;1;MÃE 8823
10008824;2;FAMILIA 8824;10000008824;01/01/1985;1;MÃE 8824
10008825;3;FAMILIA 8825;10000008825;01/01/1985;1;MÃE 8825
10008826;1;FAMILIA 8826;10000008826;01/01/1985;1;MÃE 8826
10008827;2;FAMILIA 8827;10000008827;01/01/1985;1;MÃE 8827
10008828;3;FAMILIA 8828;10000008828;01/01/1985;1;MÃE 8828
10008829;1;FAMILIA 8829;10000008829;01/01/1985;1;MÃE 8829
10008830;2;FAMILIA 8830;10000008830;01/01/1985;1;MÃE 8830
10008831;3;FAMILIA 8831;10000008831;01/01/1985;1;MÃE 8831
10008832;1;FAMILIA 8832;10000008832;01/01/1985;1;MÃE 8832
10008833;2;FAMILIA 8833;10000008833;01/01/1985;1;MÃE 8833
10008834;3;FAMILIA 8834;10000008834;01/01/1985;1;MÃE 8834
10008835;1;FAMILIA 8835;10000008835;01/01/1985;1;MÃE 8835
10008836;2;FAMILIA 8836;10000008836;01/01/1985;1;MÃE 8836
10008837;3;FAMILIA 8837;10000008837;01/01/1985;1;MÃE 8837
10008838;1;FAMILIA 8838;10000008838;01/01/1985;1;MÃE 8838
10008839;2;FAMILIA 8839;10000008839;01/01/1985;1;MÃE 8839
10008840;3;FAMILIA 8840;10000008840;01/01/1985;1;MÃE 8840
10008841;1;FAMILIA 8841;10000008841;01/01/1985;1;MÃE 8841
10008842;2;FAMILIA 8842;10000008842;01/01/1985;1;MÃE 8842
10008843;3;FAMILIA 8843;10000008843;01/01/1985;1;MÃE 8843
10008844;1;FAMILIA 8844;10000008844;01/01/1985;1;MÃE 8844
10008845;2;FAMILIA 8845;10000008845;01/01/1985;1;MÃE 8845
10008846;3;FAMILIA 8846;10000008846;01/01/1985;1;MÃE 8846
10008847;1;FAMILIA 8847;10000008847;01/01/1985;1;MÃE 8847
10008848;2;FAMILIA 8848;10000008848;01/01/1985;1;MÃE 8848
10008849;3;FAMILIA 8849;10000008849;01/01/1985;1;MÃE 8849
10008850;1;FAMILIA 8850;10000008850;01/01/1985;1;MÃE 8850
10008851;2;FAMILIA 8851;10000008851;01/01/1985;1;MÃE 8851
10008852;3;FAMILIA 8852;10000008852;01/01/1985;1;MÃE 8852
10008853;1;FAMILIA 8853;10000008853;01/01/1985;1;MÃE 8853
10008854;2;FAMILIA 8854;10000008854;01/01/1985;1;MÃE 8854
10008855;3;FAMILIA 8855;10000008855;01/01/1985;1;MÃE 8855
10008856;1;FAMILIA 8856;10000008856;01/01/1985;1;MÃE 8856
10008857;2;FAMILIA 8857;10000008857;01/01/1985;1;MÃE 8857
10008858;3;FAMILIA 8858;10000008858;01/01/1985;1;MÃE 8858
10008859;1;FAMILIA 8859;10000008859;01/01/1985;1;MÃE 8859
10008860;2;FAMILIA 8860;10000008860;01/01/1985;1;MÃE 8860
10008861;3;FAMILIA 8861;10000008861;01/01/1985;1;MÃE 8861
10008862;1;FAMILIA 8862;10000008862;01/01/1985;1;MÃE 8862
10008863;2;FAMILIA 8863;10000008863;01/01/1985;1;MÃE 8863
10008864;3;FAMILIA 8864;10000008864;01/01/1985;1;MÃE 8864
10008865;1;FAMILIA 8865;10000008865;01/01/1985;1;MÃE 8865
10008866;2;FAMILIA 8866;10000008866;01/01/1985;1;MÃE 8866
10008867;3;FAMILIA 8867;10000008867;01/01/1985;1;MÃE 8867
10008868;1;FAMILIA 8868;10000008868;01/01/1985;1;MÃE 8868
10008869;2;FAMILIA 8869;10000008869;01/01/1985;1;MÃE 8869
10008870;3;FAMILIA 8870;10000008870;01/01/1985;1;MÃE 8870
10008871;1;FAMILIA 8871;10000008871;01/01/1985;1;MÃE 8871
10008872;2;FAMILIA 8872;10000008872;01/01/1985;1;MÃE 8872
10008873;3;FAMILIA 8873;10000008873;01/01/1985;1;MÃE 8873
10008874;1;FAMILIA 8874;10000008874;01/01/1985;1;MÃE 8874
10008875;2;FAMILIA 8875;10000008875;01/01/1985;1;MÃE 8875
10008876;3;FAMILIA 8876;10000008876;01/01/1985;1;MÃE 8876
10008877;1;FAMILIA 8877;10000008877;01/01/1985;1;MÃE 8877
10008878;2;FAMILIA 8878;10000008878;01/01/1985;1;MÃE 8878
10008879;3;FAMILIA 8879;10000008879;01/01/1985;1;MÃE 8879
10008880;1;FAMILIA 8880;10000008880;01/01/1985;1;MÃE 8880
10008881;2;FAMILIA 8881;10000008881;01/01/1985;1;MÃE 8881
10008882;3;FAMILIA 8882;10000008882;01/01/1985;1;MÃE 8882
10008883;1;FAMILIA 8883;10000008883;01/01/1985;1;MÃE 8883
10008884;2;FAMILIA 8884;10000008884;01/01/1985;1;MÃE 8884
10008885;3;FAMILIA 8885;10000008885;01/01/1985;1;MÃE 8885
10008886;1;FAMILIA 8886;10000008886;01/01/1985;1;MÃE 8886
10008887;2;FAMILIA 8887;10000008887;01/01/1985;1;MÃE 8887
10008888;3;FAMILIA 8888;10000008888;01/01/1985;1;MÃE 8888
10008889;1;FAMILIA 8889;10000008889;01/01/1985;1;MÃE 8889
10008890;2;FAMILIA 8890;10000008890;01/01/1985;1;MÃE 8890
10008891;3;FAMILIA 8891;10000008891;01/01/1985;1;MÃE 8891
10008892;1;FAMILIA 8892;10000008892;01/01/1985;1;MÃE 8892
10008893;2;FAMILIA 8893;10000008893;01/01/1985;1;MÃE 8893
10008894;3;FAMILIA 8894;10000008894;01/01/1985;1;MÃE 8894
10008895;1;FAMILIA 8895;10000008895;01/01/1985;1;MÃE 8895
10008896;2;FAMILIA 8896;10000008896;01/01/1985;1;MÃE 8896
10008897;3;FAMILIA 8897;10000008897;01/01/1985;1;MÃE 8897
10008898;1;FAMILIA 8898;10000008898;01/01/1985;1;MÃE 8898
10008899;2;FAMILIA 8899;10000008899;01/01/1985;1;MÃE 8899
10008900;3;FAMILIA 8900;10000008900;01/01/1985;1;MÃE 8900
10008901;1;FAMILIA 8901;10000008901;01/01/1985;1;MÃE 8901
10008902;2;FAMILIA 8902;10000008902;01/01/1985;1;MÃE 8902
10008903;3;FAMILIA 8903;10000008903;01/01/1985;1;MÃE 8903
10008904;1;FAMILIA 8904;10000008904;01/01/1985;1;MÃE 8904
10008905;2;FAMILIA 8905;10000008905;01/01/1985;1;MÃE 8905
10008906;3;FAMILIA 8906;10000008906;01/01/1985;1;MÃE 8906
10008907;1;FAMILIA 8907;10000008907;01/01/1985;1;MÃE 8907
10008908;2;FAMILIA 8908;10000008908;01/01/1985;1;MÃE 8908
10008909;3;FAMILIA 8909;10000008909;01/01/1985;1;MÃE 8909
10008910;1;FAMILIA 8910;10000008910;01/01/1985;1;MÃE 8910
10008911;2;FAMILIA 8911;10000008911;01/01/1985;1;MÃE 8911
10008912;3;FAMILIA 8912;10000008912;01/01/1985;1;MÃE 8912
10008913;1;FAMILIA 8913;10000008913;01/01/1985;1;MÃE 8913
10008914;2;FAMILIA 8914;10000008914;01/01/1985;1;MÃE 8914
10008915;3;FAMILIA 8915;10000008915;01/01/1985;1;MÃE 8915
10008916;1;FAMILIA 8916;10000008916;01/01/1985;1;MÃE 8916
10008917;2;FAMILIA 8917;10000008917;01/01/1985;1;MÃE 8917
10008918;3;FAMILIA 8918;10000008918;01/01/1985;1;MÃE 8918
10008919;1;FAMILIA 8919;10000008919;01/01/1985;1;MÃE 8919
10008920;2;FAMILIA 8920;10000008920;01/01/1985;1;MÃE 8920
10008921;3;FAMILIA 8921;10000008921;01/01/1985;1;MÃE 8921
10008922;1;FAMILIA 8922;10000008922;01/01/1985;1;MÃE 8922
10008923;2;FAMILIA 8923;10000008923;01/01/1985;1;MÃE 8923
10008924;3;FAMILIA 8924;10000008924;01/01/1985;1;MÃE 8924
10008925;1;FAMILIA 8925;10000008925;01/01/1985;1;MÃE 8925
10008926;2;FAMILIA 8926;10000008926;01/01/1985;1;MÃE 8926
10008927;3;FAMILIA 8927;10000008927;01/01/1985;1;MÃE 8927
10008928;1;FAMILIA 8928;10000008928;01/01/1985;1;MÃE 8928
10008929;2;FAMILIA 8929;10000008929;01/01/1985;1;MÃE 8929
10008930;3;FAMILIA 8930;10000008930;01/01/1985;1;MÃE 8930
10008931;1;FAMILIA 8931;10000008931;01/01/1985;1;MÃE 8931
10008932;2;FAMILIA 8932;10000008932;01/01/1985;1;MÃE 8932
10008933;3;FAMILIA 8933;10000008933;01/01/1985;1;MÃE 8933
10008934;1;FAMILIA 8934;10000008934;01/01/1985;1;MÃE 8934
10008935;2;FAMILIA 8935;10000008935;01/01/1985;1;MÃE 8935
10008936;3;FAMILIA 8936;10000008936;01/01/1985;1;MÃE 8936
10008937;1;FAMILIA 8937;10000008937;01/01/1985;1;MÃE 8937
10008938;2;FAMILIA 8938;10000008938;01/01/1985;1;MÃE 8938
10008939;3;FAMILIA 8939;10000008939;01/01/1985;1;MÃE 8939
10008940;1;FAMILIA 8940;10000008940;01/01/1985;1;MÃE 8940
10008941;2;FAMILIA 8941;10000008941;01/01/1985;1;MÃE 8941
10008942;3;FAMILIA 8942;10000008942;01/01/1985;1;MÃE 8942
10008943;1;FAMILIA 8943;10000008943;01/01/1985;1;MÃE 8943
10008944;2;FAMILIA 8944;10000008944;01/01/1985;1;MÃE 8944
10008945;3;FAMILIA 8945;10000008945;01/01/1985;1;MÃE 8945
10008946;1;FAMILIA 8946;10000008946;01/01/1985;1;MÃE 8946
10008947;2;FAMILIA 8947;10000008947;01/01/1985;1;MÃE 8947
10008948;3;FAMILIA 8948;10000008948;01/01/1985;1;MÃE 8948
10008949;1;FAMILIA 8949;10000008949;01/01/1985;1;MÃE 8949
10008950;2;FAMILIA 8950;10000008950;01/01/1985;1;MÃE 8950
10008951;3;FAMILIA 8951;10000008951;01/01/1985;1;MÃE 8951
10008952;1;FAMILIA 8952;10000008952;01/01/1985;1;MÃE 8952
10008953;2;FAMILIA 8953;10000008953;01/01/1985;1;MÃE 8953
10008954;3;FAMILIA 8954;10000008954;01/01/1985;1;MÃE 8954
10008955;1;FAMILIA 8955;10000008955;01/01/1985;1;MÃE 8955
10008956;2;FAMILIA 8956;10000008956;01/01/1985;1;MÃE 8956
10008957;3;FAMILIA 8957;10000008957;01/01/1985;1;MÃE 8957
10008958;1;FAMILIA 8958;10000008958;01/01/1985;1;MÃE 8958
10008959;2;FAMILIA 8959;10000008959;01/01/1985;1;MÃE 8959
10008960;3;FAMILIA 8960;10000008960;01/01/1985;1;MÃE 8960
10008961;1;FAMILIA 8961;10000008961;01/01/1985;1;MÃE 8961
10008962;2;FAMILIA 8962;10000008962;01/01/1985;1;MÃE 8962
10008963;3;FAMILIA 8963;10000008963;01/01/1985;1;MÃE 8963
10008964;1;FAMILIA 8964;10000008964;01/01/1985;1;MÃE 8964
10008965;2;FAMILIA 8965;10000008965;01/01/1985;1;MÃE 8965
10008966;3;FAMILIA 8966;10000008966;01/01/1985;1;MÃE 8966
10008967;1;FAMILIA 8967;10000008967;01/01/1985;1;MÃE 8967
10008968;2;FAMILIA 8968;10000008968;01/01/1985;1;MÃE 8968
10008969;3;FAMILIA 8969;10000008969;01/01/1985;1;MÃE 8969
10008970;1;FAMILIA 8970;10000008970;01/01/1985;1;MÃE 8970
10008971;2;FAMILIA 8971;10000008971;01/01/1985;1;MÃE 8971
10008972;3;FAMILIA 8972;10000008972;01/01/1985;1;MÃE 8972
10008973;1;FAMILIA 8973;10000008973;01/01/1985;1;MÃE 8973
10008974;2;FAMILIA 8974;10000008974;01/01/1985;1;MÃE 8974
10008975;3;FAMILIA 8975;10000008975;01/01/1985;1;MÃE 8975
10008976;1;FAMILIA 8976;10000008976;01/01/1985;1;MÃE 8976
10008977;2;FAMILIA 8977;10000008977;01/01/1985;1;MÃE 8977
10008978;3;FAMILIA 8978;10000008978;01/01/1985;1;MÃE 8978
10008979;1;FAMILIA 8979;10000008979;01/01/1985;1;MÃE 8979
10008980;2;FAMILIA 8980;10000008980;01/01/1985;1;MÃE 8980
10008981;3;FAMILIA 8981;10000008981;01/01/1985;1;MÃE 8981
10008982;1;FAMILIA 8982;10000008982;01/01/1985;1;MÃE 8982
10008983;2;FAMILIA 8983;10000008983;01/01/1985;1;MÃE 8983
10008984;3;FAMILIA 8984;10000008984;01/01/1985;1;MÃE 8984
10008985;1;FAMILIA 8985;10000008985;01/01/1985;1;MÃE 8985
10008986;2;FAMILIA 8986;10000008986;01/01/1985;1;MÃE 8986
10008987;3;FAMILIA 8987;10000008987;01/01/1985;1;MÃE 8987
10008988;1;FAMILIA 8988;10000008988;01/01/1985;1;MÃE 8988
10008989;2;FAMILIA 8989;10000008989;01/01/1985;1;MÃE 8989
10008990;3;FAMILIA 8990;10000008990;01/01/1985;1;MÃE 8990
10008991;1;FAMILIA 8991;10000008991;01/01/1985;1;MÃE 8991
10008992;2;FAMILIA 8992;10000008992;01/01/1985;1;MÃE 8992
10008993;3;FAMILIA 8993;10000008993;01/01/1985;1;MÃE 8993
10008994;1;FAMILIA 8994;10000008994;01/01/1985;1;MÃE 8994
10008995;2;FAMILIA 8995;10000008995;01/01/1985;1;MÃE 8995
10008996;3;FAMILIA 8996;10000008996;01/01/1985;1;MÃE 8996
10008997;1;FAMILIA 8997;10000008997;01/01/1985;1;MÃE 8997
10008998;2;FAMILIA 8998;10000008998;01/01/1985;1;MÃE 8998
10008999;3;FAMILIA 8999;10000008999;01/01/1985;1;MÃE 8999
10009000;1;FAMILIA 9000;10000009000;01/01/1985;1;MÃE 9000
10009001;2;FAMILIA 9001;10000009001;01/01/1985;1;MÃE 9001
10009002;3;FAMILIA 9002;10000009002;01/01/1985;1;MÃE 9002
10009003;1;FAMILIA 9003;10000009003;01/01/1985;1;MÃE 9003
10009004;2;FAMILIA 9004;10000009004;01/01/1985;1;MÃE 9004
10009005;3;FAMILIA 9005;10000009005;01/01/1985;1;MÃE 9005
10009006;1;FAMILIA 9006;10000009006;01/01/1985;1;MÃE 9006
10009007;2;FAMILIA 9007;10000009007;01/01/1985;1;MÃE 9007
10009008;3;FAMILIA 9008;10000009008;01/01/1985;1;MÃE 9008
10009009;1;FAMILIA 9009;10000009009;01/01/1985;1;MÃE 9009
10009010;2;FAMILIA 9010;10000009010;01/01/1985;1;MÃE 9010
10009011;3;FAMILIA 9011;10000009011;01/01/1985;1;MÃE 9011
10009012;1;FAMILIA 9012;10000009012;01/01/1985;1;MÃE 9012
10009013;2;FAMILIA 9013;10000009013;01/01/1985;1;MÃE 9013
10009014;3;FAMILIA 9014;10000009014;01/01/1985;1;MÃE 9014
10009015;1;FAMILIA 9015;10000009015;01/01/1985;1;MÃE 9015
10009016;2;FAMILIA 9016;10000009016;01/01/1985;1;MÃE 9016
10009017;3;FAMILIA 9017;10000009017;01/01/1985;1;MÃE 9017
10009018;1;FAMILIA 9018;10000009018;01/01/1985;1;MÃE 9018
10009019;2;FAMILIA 9019;10000009019;01/01/1985;1;MÃE 9019
10009020;3;FAMILIA 9020;10000009020;01/01/1985;1;MÃE 9020
10009021;1;FAMILIA 9021;10000009021;01/01/1985;1;MÃE 9021
10009022;2;FAMILIA 9022;10000009022;01/01/1985;1;MÃE 9022
10009023;3;FAMILIA 9023;10000009023;01/01/1985;1;MÃE 9023
10009024;1;FAMILIA 9024;10000009024;01/01/1985;1;MÃE 9024
10009025;2;FAMILIA 9025;10000009025;01/01/1985;1;MÃE 9025
10009026;3;FAMILIA 9026;10000009026;01/01/1985;1;MÃE 9026
10009027;1;FAMILIA 9027;10000009027;01/01/1985;1;MÃE 9027
10009028;2;FAMILIA 9028;10000009028;01/01/1985;1;MÃE 9028
10009029;3;FAMILIA 9029;10000009029;01/01/1985;1;MÃE 9029
10009030;1;FAMILIA 9030;10000009030;01/01/1985;1;MÃE 9030
10009031;2;FAMILIA 9031;10000009031;01/01/1985;1;MÃE 9031
10009032;3;FAMILIA 9032;10000009032;01/01/1985;1;MÃE 9032
10009033;1;FAMILIA 9033;10000009033;01/01/1985;1;MÃE 9033
10009034;2;FAMILIA 9034;10000009034;01/01/1985;1;MÃE 9034
10009035;3;FAMILIA 9035;10000009035;01/01/1985;1;MÃE 9035
10009036;1;FAMILIA 9036;10000009036;01/01/1985;1;MÃE 9036
10009037;2;FAMILIA 9037;10000009037;01/01/1985;1;MÃE 9037
10009038;3;FAMILIA 9038;10000009038;01/01/1985;1;MÃE 9038
10009039;1;FAMILIA 9039;10000009039;01/01/1985;1;MÃE 9039
10009040;2;FAMILIA 9040;10000009040;01/01/1985;1;MÃE 9040
10009041;3;FAMILIA 9041;10000009041;01/01/1985;1;MÃE 9041
10009042;1;FAMILIA 9042;10000009042;01/01/1985;1;MÃE 9042
10009043;2;FAMILIA 9043;10000009043;01/01/1985;1;MÃE 9043
10009044;3;FAMILIA 9044;10000009044;01/01/1985;1;MÃE 9044
10009045;1;FAMILIA 9045;10000009045;01/01/1985;1;MÃE 9045
10009046;2;FAMILIA 9046;10000009046;01/01/1985;1;MÃE 9046
10009047;3;FAMILIA 9047;10000009047;01/01/1985;1;MÃE 9047
10009048;1;FAMILIA 9048;10000009048;01/01/1985;1;MÃE 9048
10009049;2;FAMILIA 9049;10000009049;01/01/1985;1;MÃE 9049
10009050;3;FAMILIA 9050;10000009050;01/01/1985;1;MÃE 9050
10009051;1;FAMILIA 9051;10000009051;01/01/1985;1;MÃE 9051
10009052;2;FAMILIA 9052;10000009052;01/01/1985;1;MÃE 9052
10009053;3;FAMILIA 9053;10000009053;01/01/1985;1;MÃE 9053
10009054;1;FAMILIA 9054;10000009054;01/01/1985;1;MÃE 9054
10009055;2;FAMILIA 9055;10000009055;01/01/1985;1;MÃE 9055
10009056;3;FAMILIA 9056;10000009056;01/01/1985;1;MÃE 9056
10009057;1;FAMILIA 9057;10000009057;01/01/1985;1;MÃE 9057
10009058;2;FAMILIA 9058;10000009058;01/01/1985;1;MÃE 9058
10009059;3;FAMILIA 9059;10000009059;01/01/1985;1;MÃE 9059
10009060;1;FAMILIA 9060;10000009060;01/01/1985;1;MÃE 9060
10009061;2;FAMILIA 9061;10000009061;01/01/1985;1;MÃE 9061
10009062;3;FAMILIA 9062;10000009062;01/01/1985;1;MÃE 9062
10009063;1;FAMILIA 9063;10000009063;01/01/1985;1;MÃE 9063
10009064;2;FAMILIA 9064;10000009064;01/01/1985;1;MÃE 9064
10009065;3;FAMILIA 9065;10000009065;01/01/1985;1;MÃE 9065
10009066;1;FAMILIA 9066;10000009066;01/01/1985;1;MÃE 9066
